index,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
133,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi
134,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure
135,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family
136,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
137,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
138,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
139,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
140,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
141,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
142,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
143,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
144,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
145,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
146,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
147,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
148,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
149,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
150,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
151,Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
152,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
153,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
154,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
155,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
156,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
157,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
158,George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
159,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
160,unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
161,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
162,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
163,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
164,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
165,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
166,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
167,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
168,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
169,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
170,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
171,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
172,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
173,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
174,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
175,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
176,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
177,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
178,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
179,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
180,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
181,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
182,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
183,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
184,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
185,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
186,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
187,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
188,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
189,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
190,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
191,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
192,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
193,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
194,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
195,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
196,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
197,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
198,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
199,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
200,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
201,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
202,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
203,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
204,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
205,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
206,McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
207,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
208,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
209,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
210,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
211,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
212,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
213,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
214,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
215,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
216,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
217,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
218,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
219,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
220,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
221,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
222,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
223,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
224,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
225,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
226,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
227,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
228,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
229,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
230,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
